Titulo;Data de inicio;Data de fim;Data publicacao;Local
Despacho com Secretário de Comunicação – Marco Antonio Sabino, Chefes de Gabinete de Comunicação – Silvio Romario Bressan e Isabel Amorim Sicherle, Coordenador de Imprensa de SECOM – Alexssander de Paula Soares, Head Digital de SECOM – Alec da Silva Duarte, Coordenador de Conteúdo de SECOM – Marcus Lopes e Jurídico de SECOM – Luciana Durand Garda ;2019/07/24 15:00:00 GMT-3;2019/07/24 15:00:00 GMT-3;2019-07-23T20:31:34-03:00;Local: Gabinete do Prefeito
Visita a equipamento público;2019/07/24 11:30:00 GMT-3;2019/07/24 11:30:00 GMT-3;2019-07-23T20:30:49-03:00;Prefeitura
Gravação de Entrevista para Yahoo  ;2019/07/24 10:30:00 GMT-3;2019/07/24 10:30:00 GMT-3;2019-07-23T20:30:05-03:00;Local: Estúdios do Yahoo (Av. Faria Lima, 3.600, 9º andar)
2ª Reunião do Programa Redenção ;2019/07/24 08:00:00 GMT-3;2019/07/24 08:00:00 GMT-3;2019-07-23T20:29:19-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Fabio Lepique ;2019/07/23 20:00:00 GMT-3;2019/07/23 20:00:00 GMT-3;2019-07-22T21:35:54-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio ;2019/07/23 18:30:00 GMT-3;2019/07/23 18:30:00 GMT-3;2019-07-22T21:35:53-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino ;2019/07/23 18:00:00 GMT-3;2019/07/23 18:00:00 GMT-3;2019-07-22T21:34:58-03:00;Local: Gabinete do Prefeito
Vereadora Patricia Bezerra ;2019/07/23 17:30:00 GMT-3;2019/07/23 17:30:00 GMT-3;2019-07-22T21:33:32-03:00;Local: Gabinete do Prefeito
Despacho com Secretária de Gestão – Malde Vilas Bôas ;2019/07/23 17:00:00 GMT-3;2019/07/23 17:00:00 GMT-3;2019-07-22T21:33:08-03:00;Local: Gabinete do Prefeito
Reunião com Gerente Geral da Uber no Brasil – Cláudia Woods, Gerente de Políticas Públicas e Relações Governamentais da Uber no Brasil – Ricardo Leite Ribeiro, Associada Sênior de Políticas Públicas e Relações Governamentais da Uber no Brasil – Flávia Annenberg, Secretários de Governo – Mauro Ricardo, Mobilidade e Transportes – Edson Caram, Subprefeituras – Alexandre Modonezi e Assessor de SMT – Felipe S. Pereira ;2019/07/23 16:00:00 GMT-3;2019/07/23 16:00:00 GMT-3;2019-07-22T21:32:21-03:00;Local: Gabinete do Prefeito
Reunião com Secretários de Governo – Mauro Ricardo, Comunicação – Marco Antonio Sabino, Justiça – Rubens Rizek e Secretário Executivo do Gabinete do Prefeito – João Cury ;2019/07/23 15:30:00 GMT-3;2019/07/23 15:30:00 GMT-3;2019-07-22T21:31:00-03:00;Local: Gabinete do Prefeito
Deputado Estadual Jorge Wilson "Xerife do Consumidor" ;2019/07/23 15:00:00 GMT-3;2019/07/23 15:00:00 GMT-3;2019-07-22T21:30:08-03:00;Local: Gabinete do Prefeito
Despacho com Secretário das Subprefeituras – Alexandre Modonezi ;2019/07/23 14:30:00 GMT-3;2019/07/23 14:30:00 GMT-3;2019-07-22T21:29:00-03:00;Local: Gabinete do Prefeito
Abertura da 26ª FIPAN 2019 – Feira Internacional de Panificação, Confeitaria e do Varejo Independente de Alimentos, com Secretária de Desenvolvimento Econômico e Trabalho – Aline Cardoso e Diretor-Presidente da SP Negócios – Juan Quirós ;2019/07/23 13:00:00 GMT-3;2019/07/23 13:00:00 GMT-3;2019-07-22T21:29:22-03:00;Local: Expo Center Norte – Auditório 1º andar (Rua José Bernardo Pinto, 333 – Vila Guilherme)
Diretor do Programa SP Amigo do Idoso – Vinicius Schaefer ;2019/07/23 11:30:00 GMT-3;2019/07/23 11:30:00 GMT-3;2019-07-22T21:26:41-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Mauro Ricardo ;2019/07/23 11:00:00 GMT-3;2019/07/23 11:00:00 GMT-3;2019-07-22T21:26:56-03:00;Local: Gabinete do Prefeito
Despacho com Subprefeito de Pirituba/Jaraguá – Edson Brasil ;2019/07/23 10:30:00 GMT-3;2019/07/23 10:30:00 GMT-3;2019-07-22T21:24:43-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Turismo – Orlando Faria ;2019/07/23 10:00:00 GMT-3;2019/07/23 10:00:00 GMT-3;2019-07-22T21:24:39-03:00;Local: Gabinete do Prefeito
Entrevista para a Revista Época  ;2019/07/23 09:30:00 GMT-3;2019/07/23 09:30:00 GMT-3;2019-07-22T21:23:47-03:00;Local: Gabinete do Prefeito
Cerimônia de Abertura do Smartcity Business Brazil Congress & Expo, com Secretária de Inovação e Tecnologia em exercício – Marianna Sampaio e Diretor-Presidente da PRODAM – Daniel Glaessel Ramalho ;2019/07/22 18:00:00 GMT-3;2019/07/22 18:00:00 GMT-3;2019-07-21T20:55:46-03:00;Local: Transamérica Expo Center (Av. Dr. Mário Vilas Boas Rodrigues, 387 – Santo Amaro)
Despacho com Chefe de Gabinete – Vitor Sampaio ;2019/07/22 17:35:00 GMT-3;2019/07/22 17:35:00 GMT-3;2019-07-21T20:56:29-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino ;2019/07/22 17:30:00 GMT-3;2019/07/22 17:30:00 GMT-3;2019-07-21T20:55:00-03:00;Local: Gabinete do Prefeito
Reunião com Vereador Toninho Paiva, Secretários da Casa Civil – João Jorge, Desenvolvimento Urbano – Fernando Chucre, Verde e Meio Ambiente – Eduardo de Castro, Esportes e Lazer – Carlos Bezerra e Subprefeito da Penha – Thiago Della Volpi ;2019/07/22 17:00:00 GMT-3;2019/07/22 17:00:00 GMT-3;2019-07-21T20:57:55-03:00;Local: Gabinete do Prefeito
Vereador Isac Félix e Secretário da Casa Civil – João Jorge ;2019/07/22 16:30:00 GMT-3;2019/07/22 16:30:00 GMT-3;2019-07-21T20:55:00-03:00;Local: Gabinete do Prefeito
Reunião com Vereador Caio Miranda, Presidente do SIMPI (Sindicato da Micro e Pequena Indústria do Estado de São Paulo) e da ASSIMPI (Associação Nacional dos SIMPI) – Joseph Couri, Diretor de Relações Institucionais do SIMPI – Rogério Grof, Secretários da Casa Civil – João Jorge, Justiça – Rubens Rizek e Gestão – Malde Vilas Bôas ;2019/07/22 15:30:00 GMT-3;2019/07/22 15:30:00 GMT-3;2019-07-21T20:54:28-03:00;Local: Gabinete do Prefeito
Gravação do programa "Mariana Godoy Entrevista", na RedeTV!  ;2019/07/22 14:00:00 GMT-3;2019/07/22 14:00:00 GMT-3;2019-07-21T20:54:01-03:00;Local: Av. Pres. Kenedy, 2869 – Vila São José (Osasco/SP)
Despacho com Secretários de Educação – Bruno Caetano e Segurança Urbana – José Roberto Oliveira ;2019/07/22 12:00:00 GMT-3;2019/07/22 12:00:00 GMT-3;2019-07-21T20:53:41-03:00;Local: Gabinete do Prefeito
Reunião com Vice-Presidente do Conselho da Tecnisa – Meyer Joseph Nigri, Diretor Executivo da Tecnisa – Enzo Rizetti, Secretários de Licenciamento – César Azevedo, Desenvolvimento Urbano – Fernando Chucre, Justiça – Rubens Rizek e Verde e Meio Ambiente – Eduardo de Castro ;2019/07/22 11:00:00 GMT-3;2019/07/22 11:00:00 GMT-3;2019-07-21T20:53:17-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Pessoa com Deficiência – Cid Torquato ;2019/07/22 10:30:00 GMT-3;2019/07/22 10:30:00 GMT-3;2019-07-21T20:52:59-03:00;Local: Gabinete do Prefeito
Coletiva de Imprensa sobre a Ação e Combate ao Sarampo  ;2019/07/22 09:30:00 GMT-3;2019/07/22 09:30:00 GMT-3;2019-07-21T20:52:47-03:00;Local: Sala de Coletiva de Imprensa da Prefeitura – 6º Andar
Despacho com Chefe de Gabinete – Vitor Sampaio ;2019/07/19 16:00:00 GMT-3;2019/07/19 16:00:00 GMT-3;2019-07-18T21:20:50-03:00;Local: Palácio dos Bandeirantes – Sala do Secretário Particular
Cerimônia de Lançamento do “Programa Empreenda Rápido” e Atendimento a Jornalistas, com Governador João Doria, Secretário Municipal de Desenvolvimento Econômico e Trabalho – Aline Cardoso e Chefe de Gabinete de Inovação e Tecnologia – Fernando Batistuzzo ;2019/07/19 14:30:00 GMT-3;2019/07/19 14:30:00 GMT-3;2019-07-18T21:18:28-03:00;Local: Palácio dos Bandeirantes – Auditório Ulysses Guimarães / Sala de Imprensa
Despacho com Secretário de Educação – Bruno Caetano  ;2019/07/19 11:30:00 GMT-3;2019/07/19 11:30:00 GMT-3;2019-07-18T21:18:22-03:00;Local: Gabinete do Prefeito
Despacho com Secretária de Desenvolvimento Econômico e Trabalho – Aline Cardoso ;2019/07/19 10:30:00 GMT-3;2019/07/19 10:30:00 GMT-3;2019-07-18T21:15:43-03:00;Local: Gabinete do Prefeito
Lançamento Estrutural do Empreendimento “Centro Popular de Compras do Brás”, com Secretários de Subprefeituras – Alexandre Modonezi, Justiça – Rubens Rizek, Desenvolvimento Econômico e Trabalho – Aline Cardoso, Licenciamento – César Azevedo, Habitação – João Farias, Mobilidade e Transportes – Edson Caram, Desenvolvimento Urbano – Fernando Chucre, Secretário Executivo do Gabinete do Prefeito – Fabio Lepique, Subprefeito da Mooca – Guilherme Kopke Brito e Chefe de Gabinete de Infraestrutura Urbana e Obras – Adriana Palheta ;2019/07/19 09:25:00 GMT-3;2019/07/19 09:25:00 GMT-3;2019-07-18T21:14:00-03:00;Local: Canteiro de Obras do Centro Popular de Compras do Brás (Av. do Estado, 2.455 – Brás)
Despacho com Chefe de Gabinete – Vitor Sampaio ;2019/07/18 18:30:00 GMT-3;2019/07/18 18:30:00 GMT-3;2019-07-17T22:12:06-03:00;Local: Gabinete do Prefeito
Reunião com Lutador de MMA – Vitor Belfort, seu Agente – Lloyd Pierson, Matheus Serafim, Secretários de Turismo – Orlando Faria e Esportes e Lazer – Carlos Bezerra ;2019/07/18 18:00:00 GMT-3;2019/07/18 18:00:00 GMT-3;2019-07-17T22:11:08-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino ;2019/07/18 17:30:00 GMT-3;2019/07/18 17:30:00 GMT-3;2019-07-17T22:10:15-03:00;Local: Gabinete do Prefeito
Encontro com Lideranças e Subprefeito da Vila Maria/Vila Guilherme – Dário Barreto ;2019/07/18 16:00:00 GMT-3;2019/07/18 16:00:00 GMT-3;2019-07-17T22:09:26-03:00;Local: Auditório – Subprefeitura da Vila Maria/Vila Guilherme (Rua General Mendes, 111 – Vila Maria Alta)
Atendimentos na Subprefeitura da Vila Maria/Vila Guilherme ;2019/07/18 14:30:00 GMT-3;2019/07/18 14:30:00 GMT-3;2019-07-17T22:08:25-03:00;Local: Gabinete do Subprefeito – Subprefeitura da Vila Maria/Vila Guilherme (Rua General Mendes, 111 – Vila Maria Alta)
Entrevista via fone para a Rádio 89 FM  ;2019/07/18 14:00:00 GMT-3;2019/07/18 14:00:00 GMT-3;2019-07-17T22:07:38-03:00;Local: Gabinete do Subprefeito – Subprefeitura da Vila Maria/Vila Guilherme (Rua General Mendes, 111 – Vila Maria Alta)
Assinatura do Decreto do Programa Municipal de Combate ao Desperdício e à Perda de Alimentos e Almoço na Barraca do Pastel, com Vereadores Adriana Ramalho, Adilson Amadeu, Secretários de Governo – Mauro Ricardo, Desenvolvimento Econômico e Trabalho – Aline Cardoso, Justiça – Rubens Rizek, Casa Civil – João Jorge, Adjunta de Desenvolvimento Econômico e Trabalho – Ana Carolina Lafemina, Subprefeitos do Butantã – Paulo Vitor Sapienza, Vila Maria/Vila Guilherme – Dário Barreto e Secretário Executivo de Abastecimento / SMSUB – Carlos Fernandes ;2019/07/18 12:15:00 GMT-3;2019/07/18 12:15:00 GMT-3;2019-07-17T22:06:37-03:00;Local: Praça Cosmorama – Av. Alberto Byington, altura do nº 811 – Vila Maria Alta
Visita a equipamento público;2019/07/18 09:10:00 GMT-3;2019/07/18 09:10:00 GMT-3;2019-07-17T22:05:36-03:00; 
Reunião para Assinatura do Termo de Cooperação entre a Cidade de São Paulo e as Empresas de Entrega por Aplicativo, com representantes das empresas iFood, Loggi, Secretários de Governo – Mauro Ricardo, Mobilidade e Transportes – Edson Caram e Justiça – Rubens Rizek ;2019/07/18 08:00:00 GMT-3;2019/07/18 08:00:00 GMT-3;2019-07-17T22:04:53-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo para o Programa Eli Corrêa, da Rádio Capital  ;2019/07/18 07:00:00 GMT-3;2019/07/18 07:00:00 GMT-3;2019-07-17T22:03:48-03:00;Local: Av. Bernardino de Campos, 228 – Paraíso
Despacho com Chefe de Gabinete – Vitor Sampaio  ;2019/07/17 18:45:00 GMT-3;2019/07/17 18:45:00 GMT-3;2019-07-16T22:24:32-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino  ;2019/07/17 18:30:00 GMT-3;2019/07/17 18:30:00 GMT-3;2019-07-16T22:21:36-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Educação – Bruno Caetano e Licenciamento – César Azevedo  ;2019/07/17 18:00:00 GMT-3;2019/07/17 18:00:00 GMT-3;2019-07-16T22:15:51-03:00;Local: Gabinete do Prefeito
Despacho com Secretário das Subprefeituras – Alexandre Modonezi  ;2019/07/17 17:30:00 GMT-3;2019/07/17 17:30:00 GMT-3;2019-07-16T22:16:05-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Fabio Lepique  ;2019/07/17 17:00:00 GMT-3;2019/07/17 17:00:00 GMT-3;2019-07-16T22:13:27-03:00;Local: Gabinete do Prefeito
Reunião com Presidente do Cidade Matarazzo – Alexandre Allard, CEO do Cidade Matarazzo – Jacques Brault, Diretor Técnico de Engenharia do Cidade Matarazzo – Mauricio Bianchi, Autora e Coordenadora Arquiteta do Projeto Boulevard Matarazzo – Adriana Levisky, Diretora de Comunicação e Marketing do Cidade Matarazzo – Filipa Beiroco, Gerente de Projetos Especiais do Cidade Matarazzo – Ana Brito, Managing Partner Brookfield – Roberto Perroni e Hilton Rejman, Secretários de Justiça – Rubens Rizek, Infraestrutura Urbana e Obras – Vitor Aly, Mobilidade e Transportes – Edson Caram, Subprefeituras – Alexandre Modonezi, Desenvolvimento Urbano – Fernando Chucre, Licenciamento – César Azevedo, Cultura – Alexandre Youssef, Verde e Meio Ambiente em exercício – Rodrigo Ravena e Subprefeito da Sé – Roberto Arantes;2019/07/17 16:00:00 GMT-3;2019/07/17 16:00:00 GMT-3;2019-07-16T22:12:31-03:00;Local: Gabinete do Prefeito
Despacho com Diretor-Presidente da SP Negócios – Juan Quirós  ;2019/07/17 15:30:00 GMT-3;2019/07/17 15:30:00 GMT-3;2019-07-16T22:11:05-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Habitação – João Farias, Justiça – Rubens Rizek e Comunicação – Marco Antonio Sabino  ;2019/07/17 14:30:00 GMT-3;2019/07/17 14:30:00 GMT-3;2019-07-16T22:09:57-03:00;Local: Gabinete do Prefeito
Despacho com Secretários do Governo – Mauro Ricardo, Desenvolvimento Urbano – Fernando Chucre, Justiça – Rubens Rizek, Subprefeituras – Alexandre Modonezi, Infraestrutura Urbana e Obras – Vitor Aly, Turismo – Orlando Faria, Adjunto de Desenvolvimento Urbano – José Amaral Neto, Subprefeito da Sé – Roberto Arantes e Procurador Geral do Município - Guilherme Bueno de Camargo ;2019/07/17 14:00:00 GMT-3;2019/07/17 14:00:00 GMT-3;2019-07-16T22:07:00-03:00;Local: Gabinete do Prefeito
Pouso em São Paulo ;2019/07/17 09:30:00 GMT-3;2019/07/17 09:30:00 GMT-3;2019-07-16T22:01:26-03:00;Local: Aeroporto Internacional de Guarulhos
Decolagem para São Paulo ;2019/07/16 22:30:00 GMT-3;2019/07/16 22:30:00 GMT-3;2019-07-15T20:48:36-03:00;Local: Aeroporto Internacional John F. Kennedy (JFK)
Check-in ;2019/07/16 19:15:00 GMT-3;2019/07/16 19:15:00 GMT-3;2019-07-15T20:46:50-03:00;Local: Aeroporto Internacional John F. Kennedy (JFK)
Prefeito Bruno Covas participa do Painel: “As dimensões locais do ODS 13 sobre ação climática” – Evento “Ação Local para Compromissos Globais” ;2019/07/16 15:15:00 GMT-3;2019/07/16 15:15:00 GMT-3;2019-07-15T20:45:35-03:00;Local: Sede da ONU – Conference Room 11 (1st Avenue/42nd Street, New York, NY, 10017, USA)
Break;2019/07/16 13:00:00 GMT-3;2019/07/16 13:00:00 GMT-3;2019-07-15T20:44:15-03:00;Prefeitura
Painel: “As dimensões locais do ODS 17 sobre parcerias para os objetivos” – Evento “Ação Local para Compromissos Globais” ;2019/07/16 11:40:00 GMT-3;2019/07/16 11:40:00 GMT-3;2019-07-15T20:43:16-03:00;Local: Sede da ONU – Conference Room 11 (1st Avenue/42nd Street, New York, NY, 10017, USA)
Reunião com Prefeito de Nova York – Bill de Blasio Local: Prefeitura de Nova York (City Hall Park, New York, NY 10007);2019/07/16 10:00:00 GMT-3;2019/07/16 10:00:00 GMT-3;2019-07-15T20:41:21-03:00;Local: Prefeitura de Nova York (City Hall Park, New York, NY 10007)
Jantar com George Soros, Gregory Maniatis e Pedro Abramovay, da Open Society Foundations – OSF ;2019/07/15 19:30:00 GMT-3;2019/07/15 19:30:00 GMT-3;2019-07-15T01:20:00-03:00;Local: Residência de George Soros
Foto dos Prefeitos do Mayors Migration Council ;2019/07/15 15:00:00 GMT-3;2019/07/15 15:00:00 GMT-3;2019-07-15T01:20:00-03:00;Local: Sede das Nações Unidas – UN Delegates Dinning Lounge 
Encerramento  ;2019/07/15 14:55:00 GMT-3;2019/07/15 14:55:00 GMT-3;2019-07-15T01:20:00-03:00;Local: Sede das Nações Unidas – UN Delegates Dinning Lounge 
Fala do Prefeito Bruno Covas na Sessão II – "Fortalecimento global-local: Coalização para avançar em objetivos compartilhados”  ;2019/07/15 14:25:00 GMT-3;2019/07/15 14:25:00 GMT-3;2019-07-15T01:20:01-03:00;Local: Sede das Nações Unidas – UN Delegates Dinning Lounge 
Painel “Reflexões sobre as vozes das cidades em espaços intergovernamentais – Como as agências das Nações Unidas envolveram os líderes das cidades” ;2019/07/15 14:20:00 GMT-3;2019/07/15 14:20:00 GMT-3;2019-07-15T01:20:01-03:00;Local: Sede das Nações Unidas – UN Delegates Dinning Lounge 
Almoço do Conselho de Liderança do Mayors Migration Council  ;2019/07/15 13:30:00 GMT-3;2019/07/15 13:30:00 GMT-3;2019-07-15T01:20:01-03:00;Local: Sede das Nações Unidas – UN Delegates Dinning Lounge 
Sessão I – “Parcerias locais para soluções globais” Local: Sede das Nações Unidas – UN Delegates Dinning Lounge ;2019/07/15 13:05:00 GMT-3;2019/07/15 13:05:00 GMT-3;2019-07-15T01:20:01-03:00;Local: Sede das Nações Unidas – UN Delegates Dinning Lounge 
Boas-Vindas do evento: “As soluções das cidades são o sucesso dos estados: liderar a partir do local em SDGs (Objetivos de Desenvolvimento Sustentável)”;2019/07/15 13:00:00 GMT-3;2019/07/15 13:00:00 GMT-3;2019-07-15T01:20:01-03:00;Local: Sede das Nações Unidas – UN Delegates Dinning Lounge 
Coletiva de Imprensa do Mayors Migration Council  ;2019/07/15 11:00:00 GMT-3;2019/07/15 11:00:00 GMT-3;2019-07-15T01:20:01-03:00;Local: Sede das Nações Unidas – Sala S-310 (1st Avenue/42nd Street, New York, NY, 10017, USA)
Entrevista para o New York Times ;2019/07/14 16:10:00 GMT-3;2019/07/14 16:10:00 GMT-3;2019-07-14T03:46:57-03:00;Local: Open Society Foundations – 10º andar (cafeteria)
Encerramento ;2019/07/14 16:00:00 GMT-3;2019/07/14 16:00:00 GMT-3;2019-07-14T03:45:34-03:00;Local: Open Society Foundations
Sessão IV – “Look ahead na Revisão Política de Alto Nível das Nações Unidas” ;2019/07/14 15:15:00 GMT-3;2019/07/14 15:15:00 GMT-3;2019-07-14T03:45:34-03:00;Local: Open Society Foundations
Coffee Break ;2019/07/14 15:00:00 GMT-3;2019/07/14 15:00:00 GMT-3;2019-07-14T03:45:35-03:00;Local: Open Society Foundations
Sessão III – "Desbloqueio e redirecionamento de fluxos de recursos para as cidades: que recursos, para quê e como?" ;2019/07/14 14:00:00 GMT-3;2019/07/14 14:00:00 GMT-3;2019-07-14T03:45:35-03:00;Local: Open Society Foundations
Discurso do Prefeito Bruno Covas na Sessão II – “Estabelecendo a agenda: prioridades políticas para os próximos anos” ;2019/07/14 13:00:00 GMT-3;2019/07/14 13:00:00 GMT-3;2019-07-14T03:45:35-03:00;Local: Open Society Foundations
Almoço ;2019/07/14 12:00:00 GMT-3;2019/07/14 12:00:00 GMT-3;2019-07-14T03:45:35-03:00;Local: Open Society Foundations
Sessão I - “Capacitar as cidades para representar seus objetivos e perspectivas internacional e nacionalmente” ;2019/07/14 11:00:00 GMT-3;2019/07/14 11:00:00 GMT-3;2019-07-14T03:45:35-03:00;Local: Open Society Foundations
Missão e Estratégia do Mayors Migration Council – Revisão e aprovação de documentos ;2019/07/14 09:45:00 GMT-3;2019/07/14 09:45:00 GMT-3;2019-07-14T03:45:35-03:00;Local: Open Society Foundations
Abertura e Apresentações – Mayors Migration Council Leadership Boarding Meeting;2019/07/14 09:00:00 GMT-3;2019/07/14 09:00:00 GMT-3;2019-07-14T03:45:36-03:00;Local: Sede da Open Society Foundations – Room 1ABC (224 West 57th Street New York, NY 10019)
Chegada ao Aeroporto Internacional John F. Kennedy ;2019/07/14 07:50:00 GMT-3;2019/07/14 07:50:00 GMT-3;2019-07-14T03:43:49-03:00; 
Decolagem para Nova York;2019/07/13 23:00:00 GMT-3;2019/07/13 23:00:00 GMT-3;2019-07-12T21:33:31-03:00;Local: Aeroporto Internacional de Guarulhos
Semana do Rock – Angra & Friends ;2019/07/13 13:00:00 GMT-3;2019/07/13 13:00:00 GMT-3;2019-07-12T21:31:29-03:00;Local: Palco Centro (Praça da República)
Comemoração da Data Nacional Francesa, com Secretário Executivo de Relações Internacionais – Luiz Alvaro ;2019/07/12 20:30:00 GMT-3;2019/07/12 20:30:00 GMT-3;2019-07-11T21:39:15-03:00;Local: Pullman São Paulo Ibirapuera Hotel (Rua Joinville, 515 – Vila Mariana)
Despacho com Chefe de Gabinete – Vitor Sampaio;2019/07/12 20:00:00 GMT-3;2019/07/12 20:00:00 GMT-3;2019-07-11T21:36:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino;2019/07/12 19:30:00 GMT-3;2019/07/12 19:30:00 GMT-3;2019-07-11T21:35:00-03:00;Local: Gabinete do Prefeito


Despacho com Secretários de Governo – Mauro Ricardo, Comunicação – Marco Antonio Sabino, Subprefeituras – Alexandre Modonezi, Secretária de Assistência e Desenvolvimento Social e Secretária em exercício de Direitos Humanos e Cidadania – Berenice Giannella ;2019/07/12 19:00:00 GMT-3;2019/07/12 19:00:00 GMT-3;2019-07-11T21:33:00-03:00;Local: Gabinete do Prefeito
Visita ao Evento Anime Friends, com Secretários da Casa Civil – João Jorge e Adjunto de Turismo – Junior Fagotti;2019/07/12 17:45:00 GMT-3;2019/07/12 17:45:00 GMT-3;2019-07-11T21:38:00-03:00;Local: Pavilhão de Exposições do Anhembi (Av. Olavo Fontoura, Portão 35)
Visita à 14ª Feira EXPOCATÓLICA – Feira Internacional de Produtos e Serviços para Igrejas e para o Turismo Religioso, com Secretário-Adjunto de Turismo – Alcides Fagotti Junior;2019/07/12 16:30:00 GMT-3;2019/07/12 16:30:00 GMT-3;2019-07-11T21:31:06-03:00;Local: Expo Center Norte – Pavilhão Amarelo (Av. Otto Baumgart, 1.000, Portão 5 – Vila Guilherme)
Despacho com Secretário das Subprefeituras – Alexandre Modonezi ;2019/07/12 15:00:00 GMT-3;2019/07/12 15:00:00 GMT-3;2019-07-11T21:30:55-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Infraestrutura Urbana e Obras – Vitor Aly  ;2019/07/12 14:00:00 GMT-3;2019/07/12 14:00:00 GMT-3;2019-07-11T21:28:59-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo de Relações Internacionais – Luiz Alvaro ;2019/07/12 12:00:00 GMT-3;2019/07/12 12:00:00 GMT-3;2019-07-11T21:27:26-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Mobilidade e Transportes – Edson Caram  ;2019/07/12 11:00:00 GMT-3;2019/07/12 11:00:00 GMT-3;2019-07-11T21:27:44-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Saúde – Edson Aparecido;2019/07/12 10:00:00 GMT-3;2019/07/12 10:00:00 GMT-3;2019-07-11T21:24:56-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires ;2019/07/12 08:00:00 GMT-3;2019/07/12 08:00:00 GMT-3;2019-07-11T21:24:02-03:00;Local: Gabinete do Prefeito
Cerimônia de Formatura do Centro de Desenvolvimento Social e Produtivo Dom Bosco, com Secretária de Assistência e Desenvolvimento Social e Secretária em exercício de Direitos Humanos e Cidadania – Berenice Giannella e Secretário Executivo Adjunto do Gabinete do Prefeito – João Cury ;2019/07/11 19:00:00 GMT-3;2019/07/11 19:00:00 GMT-3;2019-07-10T20:48:13-03:00;Local: Obra Social Dom Bosco – Quadra externa (Rua Álvaro de Mendonça, 456 – Itaquera)
Despacho com Secretário de Desenvolvimento Urbano – Fernando Chucre;2019/07/11 16:30:00 GMT-3;2019/07/11 16:30:00 GMT-3;2019-07-10T20:49:24-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio ;2019/07/11 16:00:00 GMT-3;2019/07/11 16:00:00 GMT-3;2019-07-10T20:46:10-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino ;2019/07/11 15:30:00 GMT-3;2019/07/11 15:30:00 GMT-3;2019-07-10T20:45:23-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Esportes e Lazer – Carlos Bezerra ;2019/07/11 15:00:00 GMT-3;2019/07/11 15:00:00 GMT-3;2019-07-10T20:43:59-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo para o Programa "Altos Papos com Cida Furacão", com Subprefeita de Itaquera – Silvia Regina de Almeida ;2019/07/11 10:30:00 GMT-3;2019/07/11 10:30:00 GMT-3;2019-07-10T20:42:37-03:00;Local: Rua Gaspar da Silva, 25 – Jardim Nossa Senhora do Carmo (Zona Leste)
Despacho com Secretário Executivo – Gustavo Pires ;2019/07/11 09:00:00 GMT-3;2019/07/11 09:00:00 GMT-3;2019-07-10T20:41:45-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires;2019/07/10 20:00:00 GMT-3;2019/07/10 20:00:00 GMT-3;2019-07-09T21:33:42-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Inovação e Tecnologia – Daniel Annenberg ;2019/07/10 17:00:00 GMT-3;2019/07/10 17:00:00 GMT-3;2019-07-09T21:32:49-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio;2019/07/10 16:45:00 GMT-3;2019/07/10 16:45:00 GMT-3;2019-07-09T21:31:47-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino ;2019/07/10 16:30:00 GMT-3;2019/07/10 16:30:00 GMT-3;2019-07-09T21:29:26-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Cultura – Alexandre Youssef;2019/07/10 16:00:00 GMT-3;2019/07/10 16:00:00 GMT-3;2019-07-09T21:27:45-03:00;Local: Gabinete do Prefeito
